Product Link,Title,Category,Price,Color,Size,Description,Pictures
https://www.yoox.com/us/10043286UK/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,TINTORIA MATTEI 954,CHECKED SHIRTS,$30,Blue,"15 ½, 15 ¾","slim-fit shirt, woven, checked, no appliqués, button-down collar, long sleeves, button fastenings","https://www.yoox.com/images/items/10/10043286UK_10_f.jpg, https://www.yoox.com/images/items/10/10043286UK_10_r.jpg, https://www.yoox.com/images/items/10/10043286UK_10_d.jpg, https://www.yoox.com/images/items/10/10043286UK_10_a.jpg"
https://www.yoox.com/us/16252633GF/item#dept=clothingmen&queryID=2fde65b7d85e51e19725d90b9482182d,VALENTINO GARAVANI,JACKETS,$827,Navy,"36, 38, 42","shell, brand logo, multicolor, hooded, single-breasted , long sleeves, synthetic filling, zipper fastening, multipockets, dry clean, do not bleach, do not tumble dry, this brand runs large, casual jacket","https://www.yoox.com/images/items/16/16252633GF_10_f.jpg, https://www.yoox.com/images/items/16/16252633GF_10_r.jpg, https://www.yoox.com/images/items/16/16252633GF_10_e.jpg, https://www.yoox.com/images/items/16/16252633GF_10_a.jpg"
https://www.yoox.com/us/10565204OR/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,POLO RALPH LAUREN,POLO SHIRTS,$125,Navy,"XS, M, L, XL, XXL","piqué, multicolor, brand logo, polo collar, short sleeves, button fastenings, side slit hemline, machine wash or dry clean, tumble dry, this brand runs large","https://www.yoox.com/images/items/10/10565204OR_10_f.jpg, https://www.yoox.com/images/items/10/10565204OR_10_r.jpg, https://www.yoox.com/images/items/10/10565204OR_10_d.jpg, https://www.yoox.com/images/items/10/10565204OR_10_e.jpg, https://www.yoox.com/images/items/10/10565204OR_10_a.jpg"
https://www.yoox.com/us/10433305RR/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,THE KOOPLES,SOLID COLOR SHIRTS,$31,Lead,,"poplin, no appliqués, solid color, classic collar, long sleeves, buttoned cuffs, button fastenings, no pockets, hand wash or dry clean, do not tumble dry, do not bleach, regular-fit shirt","https://www.yoox.com/images/items/10/10433305RR_10_f.jpg, https://www.yoox.com/images/items/10/10433305RR_10_r.jpg, https://www.yoox.com/images/items/10/10433305RR_10_d.jpg, https://www.yoox.com/images/items/10/10433305RR_10_a.jpg"
https://www.yoox.com/us/10488204BA/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,HERON PRESTON,SWEATSHIRTS,$200,Multicolored,"XXS, XS, S, M, L, XL","Slip on | Hood | Loose fit | Abstract logo print at front; Logo label sewn at the sleeve | Machine wash | Self: 100% Cotton; Cont: 95% Cotton, 5% Elastane | Imported","https://www.yoox.com/images/items/10/10488204BA_10_f.jpg, https://www.yoox.com/images/items/10/10488204BA_10_r.jpg, https://www.yoox.com/images/items/10/10488204BA_10_d.jpg"
https://www.yoox.com/us/49926254DK/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,LARDINI,SUIT,$345,Beige,,"twill, no appliqués, solid color, lapel collar, double-breasted, long sleeves, partially lined interior, button fastenings, multipockets, dual back vents, mid rise, double-breasted jacket","https://www.yoox.com/images/items/49/49926254DK_10_f.jpg, https://www.yoox.com/images/items/49/49926254DK_10_r.jpg, https://www.yoox.com/images/items/49/49926254DK_10_d.jpg, https://www.yoox.com/images/items/49/49926254DK_10_a.jpg"
https://www.yoox.com/us/30084248BQ/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,DSQUARED2,CASUAL PANTS,$203,Black,"28, 30, 32, 34, 36, 38","coated fabric, no appliqués, solid color, mid rise, tapered leg, regular fit, 1 button, multipockets, stretch, pants","https://www.yoox.com/images/items/30/30084248BQ_10_f.jpg, https://www.yoox.com/images/items/30/30084248BQ_10_r.jpg, https://www.yoox.com/images/items/30/30084248BQ_10_d.jpg, https://www.yoox.com/images/items/30/30084248BQ_10_a.jpg"
https://www.yoox.com/us/13639927XR/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,FRANKIE MORELLO,DENIM PANTS,$48,Blue,,"denim, stained effect, worn effect, faded, medium wash, brand logo, mid rise, solid color, belt loops, regular fit, tapered leg, button closing, multipockets, stretch","https://www.yoox.com/images/items/13/13639927XR_10_f.jpg, https://www.yoox.com/images/items/13/13639927XR_10_r.jpg, https://www.yoox.com/images/items/13/13639927XR_10_d.jpg, https://www.yoox.com/images/items/13/13639927XR_10_a.jpg"
https://www.yoox.com/us/30204143JQ/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,VERSACE,DENIM PANTS,$179,Black,,"denim, brand logo, solid color, colored wash, mid rise, tapered leg, regular fit, zipper closure, 1 button, multipockets, contains non-textile parts of animal origin, straight-leg model, large sized","https://www.yoox.com/images/items/30/30204143JQ_10_f.jpg, https://www.yoox.com/images/items/30/30204143JQ_10_r.jpg, https://www.yoox.com/images/items/30/30204143JQ_10_d.jpg, https://www.yoox.com/images/items/30/30204143JQ_10_a.jpg"
https://www.yoox.com/us/30109199QW/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,DICKIES,CASUAL PANTS,$41,Slate blue,"S, M, L","gabardine, brand logo, checked, two-tone, high waisted, elasticized waist, wide leg, comfort fit, unlined, multipockets, pants","https://www.yoox.com/images/items/30/30109199QW_10_f.jpg, https://www.yoox.com/images/items/30/30109199QW_10_r.jpg, https://www.yoox.com/images/items/30/30109199QW_10_d.jpg, https://www.yoox.com/images/items/30/30109199QW_10_a.jpg"
https://www.yoox.com/us/10006752HL/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,BIKKEMBERGS,SOLID COLOR SHIRTS,$75,Black,,"slim-fit shirt, woven, solid color, brand logo, classic collar, long sleeves, button fastenings, stretch","https://www.yoox.com/images/items/10/10006752HL_10_f.jpg, https://www.yoox.com/images/items/10/10006752HL_10_r.jpg, https://www.yoox.com/images/items/10/10006752HL_10_d.jpg, https://www.yoox.com/images/items/10/10006752HL_10_a.jpg"
https://www.yoox.com/us/30287412TO/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,DIESEL,DENIM PANTS,$232,Blue,"28, 30, 32, 34, 36","denim-jersey, brand logo, solid color, medium wash, high waisted, elasticized waist, comfort fit, drawstring closure, zipper fastening, multipockets, stretch, machine wash, do not tumble dry, do not bleach, model: d-krooley-cargo jogg , tapered model","https://www.yoox.com/images/items/30/30287412TO_10_f.jpg, https://www.yoox.com/images/items/30/30287412TO_10_r.jpg, https://www.yoox.com/images/items/30/30287412TO_10_d.jpg, https://www.yoox.com/images/items/30/30287412TO_10_a.jpg"
https://www.yoox.com/us/10315279TP/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,TOMMY HILFIGER,T-SHIRTS,$82,Ivory,"S, M, XL","printed t-shirt, jersey, solid color with print, brand logo, crewneck, long sleeves, ribbed cuffs, machine wash, do not tumble dry","https://www.yoox.com/images/items/10/10315279TP_10_f.jpg, https://www.yoox.com/images/items/10/10315279TP_10_r.jpg, https://www.yoox.com/images/items/10/10315279TP_10_d.jpg, https://www.yoox.com/images/items/10/10315279TP_10_a.jpg"
https://www.yoox.com/us/10441285WC/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,TRUSSARDI ACTION,T-SHIRTS,$33,Grey,,"jersey, brand logo, solid color with print, crewneck, short sleeves, no pockets, machine wash or dry clean, do not tumble dry, do not bleach, printed t-shirt","https://www.yoox.com/images/items/10/10441285WC_10_f.jpg, https://www.yoox.com/images/items/10/10441285WC_10_r.jpg, https://www.yoox.com/images/items/10/10441285WC_10_d.jpg, https://www.yoox.com/images/items/10/10441285WC_10_a.jpg"
https://www.yoox.com/us/16231012QG/item#dept=clothingmen&queryID=2fde65b7d85e51e19725d90b9482182d,BOLONGARO TREVOR,DENIM JACKETS,$78,Black,"XS, S, M, L","denim, distressed, embroidered, solid color with appliqués, colored wash, classic collar, single-breasted , long sleeves, button fastenings","https://www.yoox.com/images/items/16/16231012QG_10_f.jpg, https://www.yoox.com/images/items/16/16231012QG_10_r.jpg, https://www.yoox.com/images/items/16/16231012QG_10_d.jpg, https://www.yoox.com/images/items/16/16231012QG_10_a.jpg"
https://www.yoox.com/us/49931659RD/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,EMPORIO ARMANI,BLAZERS,$211,Navy,,"flannel, no appliqués, checked, mandarin collar, single-breasted , long sleeves, partially lined interior, zipper fastening, multipockets, stretch, dry clean, do not tumble dry, do not bleach, single-breasted jacket","https://www.yoox.com/images/items/49/49931659RD_10_f.jpg, https://www.yoox.com/images/items/49/49931659RD_10_r.jpg, https://www.yoox.com/images/items/49/49931659RD_10_d.jpg, https://www.yoox.com/images/items/49/49931659RD_10_a.jpg"
https://www.yoox.com/us/10432749DC/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,AMIRI,CHECKED SHIRTS,$312,Military green,,"flannel, no appliqués, tartan pattern, paisley-print, classic collar, long sleeves, buttoned cuffs, button fastenings, two breast pockets, regular-fit shirt","https://www.yoox.com/images/items/10/10432749DC_10_f.jpg, https://www.yoox.com/images/items/10/10432749DC_10_r.jpg, https://www.yoox.com/images/items/10/10432749DC_10_d.jpg, https://www.yoox.com/images/items/10/10432749DC_10_a.jpg"
https://www.yoox.com/us/49887603CT/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,LARDINI,SUIT,$568,Black,"40, 44","cool wool, brooch, glen plaid, lapel collar, single-breasted , long sleeves, buttoned cuffs, fully lined, button closing, multipockets, pocket with flap, mid rise, single-breasted jacket","https://www.yoox.com/images/items/49/49887603CT_10_f.jpg, https://www.yoox.com/images/items/49/49887603CT_10_r.jpg, https://www.yoox.com/images/items/49/49887603CT_10_e.jpg, https://www.yoox.com/images/items/49/49887603CT_10_a.jpg"
https://www.yoox.com/us/10090059JO/item#dept=clothingmen&queryID=2fde65b7d85e51e19725d90b9482182d,8 by YOOX,SWEATSHIRTS,$28,Blue,"S, M, L, XL","Designed for the mid season, this sweatshirt offers comfort and extreme versatility. Made entirely of organic cotton with a two-tone striped pattern, it features a long-sleeved cut and a round neckline. The model is wearing an Italian size M/48. This garment contains a Digital ID, meaning you can discover a world of exclusive content about your piece; scan the QR code on the item's care label.","https://www.yoox.com/images/items/10/10090059JO_10_f.jpg, https://www.yoox.com/images/items/10/10090059JO_10_r.jpg, https://www.yoox.com/images/items/10/10090059JO_10_d.jpg, https://www.yoox.com/images/items/10/10090059JO_10_e.jpg, https://www.yoox.com/images/items/10/10090059JO_10_a.jpg"
https://www.yoox.com/us/49934915XJ/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,TOMBOLINI,BLAZERS,$271,Midnight blue,,"woven, no appliqués, solid color, hooded, single-breasted , long sleeves, partially lined interior, button fastenings, multipockets, stretch, dry clean, do not tumble dry, do not bleach, single-breasted jacket","https://www.yoox.com/images/items/49/49934915XJ_10_f.jpg, https://www.yoox.com/images/items/49/49934915XJ_10_r.jpg, https://www.yoox.com/images/items/49/49934915XJ_10_d.jpg, https://www.yoox.com/images/items/49/49934915XJ_10_a.jpg"
https://www.yoox.com/us/10473229LE/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,DRHOPE,T-SHIRTS,$52,Black,"XS, S, M, L","jersey, print, brand logo, multicolor, crewneck, short sleeves, without pockets, machine wash or dry clean, do not bleach, do not tumble dry, printed t-shirt","https://www.yoox.com/images/items/10/10473229LE_10_f.jpg, https://www.yoox.com/images/items/10/10473229LE_10_r.jpg, https://www.yoox.com/images/items/10/10473229LE_10_d.jpg, https://www.yoox.com/images/items/10/10473229LE_10_a.jpg"
https://www.yoox.com/us/10089936WQ/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,McQ Alexander McQueen,T-SHIRTS,$74,White,"S, M, L","printed t-shirt, jersey, solid color with print, brand logo, embellished, crewneck, short sleeves, machine wash, do not tumble dry, this brand runs large","https://www.yoox.com/images/items/10/10089936WQ_10_f.jpg, https://www.yoox.com/images/items/10/10089936WQ_10_r.jpg, https://www.yoox.com/images/items/10/10089936WQ_10_d.jpg, https://www.yoox.com/images/items/10/10089936WQ_10_a.jpg"
https://www.yoox.com/us/14360981PV/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,BALLANTYNE,SWEATERS,$284,Mustard,,"knitted, cable stitch, lightweight knit, no appliqués, tartan pattern, multicolor pattern, round collar, long sleeves, no pockets, large sized","https://www.yoox.com/images/items/14/14360981PV_10_f.jpg, https://www.yoox.com/images/items/14/14360981PV_10_r.jpg, https://www.yoox.com/images/items/14/14360981PV_10_d.jpg, https://www.yoox.com/images/items/14/14360981PV_10_a.jpg"
https://www.yoox.com/us/49939555HJ/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,DOLCE&GABBANA,BLAZERS,$580,Charcoal,"36, 40","woven, no appliqués, pinstriped, lapel collar, long sleeves, partially lined, multipockets, dry clean, do not bleach, single-breasted blazer","https://www.yoox.com/images/items/49/49939555HJ_10_f.jpg, https://www.yoox.com/images/items/49/49939555HJ_10_r.jpg, https://www.yoox.com/images/items/49/49939555HJ_10_e.jpg, https://www.yoox.com/images/items/49/49939555HJ_10_a.jpg"
https://www.yoox.com/us/30354080LL/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,EMPORIO ARMANI,CASUAL PANTS,$135,Black,"30, 32, 34","casual pants, corduroy, draped, striped, high waisted, tapered leg, regular fit, machine wash, do not bleach, do not tumble dry","https://www.yoox.com/images/items/30/30354080LL_10_f.jpg, https://www.yoox.com/images/items/30/30354080LL_10_r.jpg, https://www.yoox.com/images/items/30/30354080LL_10_d.jpg, https://www.yoox.com/images/items/30/30354080LL_10_a.jpg"
https://www.yoox.com/us/16250132QL/item#dept=clothingmen&queryID=2fde65b7d85e51e19725d90b9482182d,PALM ANGELS,JACKETS,$711,Sand,,"leather, print, two-tone, classic neckline, single-breasted , long sleeves, lined in goat hair, zipper closure, multipockets, contains non-textile parts of animal origin, generic outerwear","https://www.yoox.com/images/items/16/16250132QL_10_f.jpg, https://www.yoox.com/images/items/16/16250132QL_10_r.jpg, https://www.yoox.com/images/items/16/16250132QL_10_d.jpg, https://www.yoox.com/images/items/16/16250132QL_10_a.jpg"
https://www.yoox.com/us/49819620PE/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,MARCIANO by GUESS,SUIT,$256,Midnight blue,"36, 40, 42, 44","velvet, satin, no appliqués, two-tone, lapel collar, single-breasted , long sleeves, fully lined, 2 buttons, multipockets, rear slit, high waisted, stretch, single-breasted jacket","https://www.yoox.com/images/items/49/49819620PE_10_f.jpg, https://www.yoox.com/images/items/49/49819620PE_10_r.jpg, https://www.yoox.com/images/items/49/49819620PE_10_d.jpg, https://www.yoox.com/images/items/49/49819620PE_10_a.jpg"
https://www.yoox.com/us/49851333TN/item#dept=clothingmen&queryID=754eb256a709a9245e0115ffbf0334b8,DRIES VAN NOTEN,BLAZERS,$466,Khaki,"38, 40","Cool wool, Multipockets, Solid color, Long sleeves, Classic Neckline, Button closing","https://www.yoox.com/images/items/49/49851333TN_10_f.jpg, https://www.yoox.com/images/items/49/49851333TN_10_r.jpg, https://www.yoox.com/images/items/49/49851333TN_10_e.jpg, https://www.yoox.com/images/items/49/49851333TN_10_a.jpg"
https://www.yoox.com/us/14470291KR/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,MISSONI,SWEATERS,$272,Light grey,"36, 38, 40","wool, lightweight knit, brand logo, striped, polo collar, long sleeves, button fastenings, without pockets, hand wash or dry clean, do not bleach, do not tumble dry, designed for a loose fit","https://www.yoox.com/images/items/14/14470291KR_10_f.jpg, https://www.yoox.com/images/items/14/14470291KR_10_r.jpg, https://www.yoox.com/images/items/14/14470291KR_10_d.jpg, https://www.yoox.com/images/items/14/14470291KR_10_a.jpg"
https://www.yoox.com/us/49804041AD/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,MARNI,BLAZERS,$311,Midnight blue,"38, 40","gabardine, no appliqués, solid color, lapel collar, single-breasted , long sleeves, fully lined, button closing, multipockets, contains non-textile parts of animal origin, single-breasted jacket","https://www.yoox.com/images/items/49/49804041AD_10_f.jpg, https://www.yoox.com/images/items/49/49804041AD_10_r.jpg, https://www.yoox.com/images/items/49/49804041AD_10_e.jpg, https://www.yoox.com/images/items/49/49804041AD_10_a.jpg"
https://www.yoox.com/us/16369896TB/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,EMPORIO ARMANI,VESTS,$280,Midnight blue,"38, 40","shell, brand logo, solid color, hooded, single-breasted , sleeveless, goose down interior, zipper fastening, multipockets, drawstring hem, double face, contains non-textile parts of animal origin, machine wash, do not bleach, do not tumble dry","https://www.yoox.com/images/items/16/16369896TB_10_f.jpg, https://www.yoox.com/images/items/16/16369896TB_10_r.jpg, https://www.yoox.com/images/items/16/16369896TB_10_d.jpg, https://www.yoox.com/images/items/16/16369896TB_10_a.jpg, https://www.yoox.com/images/items/16/16369896TB_10_b.jpg"
https://www.yoox.com/us/16335325HC/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,RICK OWENS,BOMBERS,$415,Sage green,,"shell, no appliqués, checked, two-tone, hooded, single-breasted , long sleeves, fully lined, zipper fastening, multipockets, bomber jacket","https://www.yoox.com/images/items/16/16335325HC_10_f.jpg, https://www.yoox.com/images/items/16/16335325HC_10_r.jpg, https://www.yoox.com/images/items/16/16335325HC_10_e.jpg, https://www.yoox.com/images/items/16/16335325HC_10_a.jpg"
https://www.yoox.com/us/38956835II/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,DUNHILL,CHECKED SHIRTS,$117,Black,"S, M, L, XL","flannel, no appliqués, tartan plaid, front closure, button closing, long sleeves, buttoned cuffs, classic neckline, multipockets, contains non-textile parts of animal origin","https://www.yoox.com/images/items/38/38956835II_10_f.jpg, https://www.yoox.com/images/items/38/38956835II_10_r.jpg, https://www.yoox.com/images/items/38/38956835II_10_d.jpg, https://www.yoox.com/images/items/38/38956835II_10_e.jpg, https://www.yoox.com/images/items/38/38956835II_10_a.jpg"
https://www.yoox.com/us/12752048HH/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,MOSCHINO,T-SHIRTS,$46,Marigold,,"jersey, embroidered detailing, brand logo, solid colour with appliqués, round collar, short sleeves, no pockets","https://www.yoox.com/images/items/12/12752048HH_10_f.jpg, https://www.yoox.com/images/items/12/12752048HH_10_r.jpg, https://www.yoox.com/images/items/12/12752048HH_10_d.jpg, https://www.yoox.com/images/items/12/12752048HH_10_a.jpg"
https://www.yoox.com/us/13928388HN/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,HELMUT LANG,CASUAL PANTS,$113,Black,,"sweatshirt fleece, brand logo, print, solid color, low waisted, drawstring waist, wide leg, comfort fit, with elastic bottom, multipockets, pants","https://www.yoox.com/images/items/13/13928388HN_10_f.jpg, https://www.yoox.com/images/items/13/13928388HN_10_r.jpg, https://www.yoox.com/images/items/13/13928388HN_10_d.jpg, https://www.yoox.com/images/items/13/13928388HN_10_a.jpg"
https://www.yoox.com/us/49846680VN/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,EMPORIO ARMANI,BLAZERS,$323,Ivory,"34, 36, 38, 40","organza, no appliqués, solid color, camp collar, single-breasted , long sleeves, button fastenings, multipockets, single-breasted jacket","https://www.yoox.com/images/items/49/49846680VN_10_f.jpg, https://www.yoox.com/images/items/49/49846680VN_10_r.jpg, https://www.yoox.com/images/items/49/49846680VN_10_d.jpg, https://www.yoox.com/images/items/49/49846680VN_10_a.jpg"
https://www.yoox.com/us/30281303FI/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,BALMAIN,DENIM PANTS,$378,Lead,"30, 31, 32, 33, 34, 36","denim, jacquard, brand logo, two-tone, colored wash, high waisted, belt loops, straight leg, regular fit, 1 button, zipper fastening, five pockets, straight-leg model","https://www.yoox.com/images/items/30/30281303FI_10_f.jpg, https://www.yoox.com/images/items/30/30281303FI_10_r.jpg, https://www.yoox.com/images/items/30/30281303FI_10_d.jpg, https://www.yoox.com/images/items/30/30281303FI_10_a.jpg"
https://www.yoox.com/us/42826683KA/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,AMIRI,DENIM JACKETS,"$1,350",Blue,"M, L","denim trucker jacket, denim, multicolor, brand logo, print, light wash, classic collar, single-breasted , long sleeves, buttoned cuffs, unlined, button fastenings, multipockets","https://www.yoox.com/images/items/42/42826683KA_10_f.jpg, https://www.yoox.com/images/items/42/42826683KA_10_r.jpg, https://www.yoox.com/images/items/42/42826683KA_10_d.jpg, https://www.yoox.com/images/items/42/42826683KA_10_e.jpg"
https://www.yoox.com/us/16185247TQ/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,DIESEL,DENIM JACKETS,$100,Blue,"M, L","denim trucker jacket, denim, faded, solid color, brand logo, medium wash, classic collar, single-breasted , long sleeves, buttoned cuffs, unlined, button fastenings, multipockets","https://www.yoox.com/images/items/16/16185247TQ_10_f.jpg, https://www.yoox.com/images/items/16/16185247TQ_10_r.jpg, https://www.yoox.com/images/items/16/16185247TQ_10_d.jpg, https://www.yoox.com/images/items/16/16185247TQ_10_e.jpg"
https://www.yoox.com/us/10471613SF/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,AMIRI,T-SHIRTS,$310,Military green,XL,"jersey, brand logo, solid color with print, crewneck, short sleeves, dry clean, do not bleach, do not tumble dry, printed t-shirt","https://www.yoox.com/images/items/10/10471613SF_10_f.jpg, https://www.yoox.com/images/items/10/10471613SF_10_r.jpg, https://www.yoox.com/images/items/10/10471613SF_10_d.jpg, https://www.yoox.com/images/items/10/10471613SF_10_a.jpg"
https://www.yoox.com/us/14271605NN/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,8 by YOOX,SWEATERS WITH ZIP,$39,Green,"S, M, L, XL","This piece is made with at least 50% recycled cotton which significantly reduces the amount of water used in the apparel manufacturing process. This material also reduces the use of fertilizers, pesticides and insecticides, as well as the amount of textile waste that would reach landfills.","https://www.yoox.com/images/items/14/14271605NN_10_f.jpg, https://www.yoox.com/images/items/14/14271605NN_10_r.jpg, https://www.yoox.com/images/items/14/14271605NN_10_d.jpg, https://www.yoox.com/images/items/14/14271605NN_10_e.jpg, https://www.yoox.com/images/items/14/14271605NN_10_a.jpg"
https://www.yoox.com/us/16200127MJ/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,DSQUARED2,DENIM JACKETS,$424,Blue,"36, 46","denim trucker jacket, denim, distressed, faded, solid color with print, brand logo, medium wash, classic collar, single-breasted , long sleeves, buttoned cuffs, unlined, button fastenings, multipockets, stretch","https://www.yoox.com/images/items/16/16200127MJ_10_f.jpg, https://www.yoox.com/images/items/16/16200127MJ_10_r.jpg, https://www.yoox.com/images/items/16/16200127MJ_10_d.jpg, https://www.yoox.com/images/items/16/16200127MJ_10_a.jpg"
https://www.yoox.com/us/10556204LF/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,POLO RALPH LAUREN,HOODED SWEATSHIRTS,$148,Dark green,"XS, M, L, XL, XXL","fleece, brand logo, solid color with print, hooded, long sleeves, kangaroo pocket, machine wash, tumble dry, this brand runs large","https://www.yoox.com/images/items/10/10556204LF_10_f.jpg, https://www.yoox.com/images/items/10/10556204LF_10_r.jpg, https://www.yoox.com/images/items/10/10556204LF_10_d.jpg, https://www.yoox.com/images/items/10/10556204LF_10_a.jpg"
https://www.yoox.com/us/14470298NN/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,MISSONI,SWEATERS,$246,Green,"36, 38, 42, 44","knitted, lightweight knit, multicolor, no appliqués, crewneck, short sleeves, hand wash or dry clean, do not bleach, do not tumble dry, this brand runs large","https://www.yoox.com/images/items/14/14470298NN_10_f.jpg, https://www.yoox.com/images/items/14/14470298NN_10_r.jpg, https://www.yoox.com/images/items/14/14470298NN_10_e.jpg, https://www.yoox.com/images/items/14/14470298NN_10_a.jpg"
https://www.yoox.com/us/10540813PW/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,DOLCE&GABBANA,T-SHIRTS,$139,White,"XS, S","printed t-shirt, jersey, brand logo, solid color with print, crewneck, short sleeves, without pockets, machine wash, do not bleach, do not tumble dry, this brand runs large","https://www.yoox.com/images/items/10/10540813PW_10_f.jpg, https://www.yoox.com/images/items/10/10540813PW_10_r.jpg, https://www.yoox.com/images/items/10/10540813PW_10_d.jpg, https://www.yoox.com/images/items/10/10540813PW_10_a.jpg"
https://www.yoox.com/us/16317920AS/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,DOLCE&GABBANA,DOUBLE BREASTED PEA COAT,$622,Dark purple,"34, 36, 38","crepe, flashes, belt, floral-print, lapel collar, double-breasted, long sleeves, unlined, button closing, multipockets, trench","https://www.yoox.com/images/items/16/16317920AS_10_f.jpg, https://www.yoox.com/images/items/16/16317920AS_10_r.jpg, https://www.yoox.com/images/items/16/16317920AS_10_e.jpg, https://www.yoox.com/images/items/16/16317920AS_10_a.jpg"
https://www.yoox.com/us/10436687AG/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,OFF-WHITE™,T-SHIRTS,$100,Black,"XXS, XS",Slip on | Crewneck | Regular fit | Logo chest print; Signature arrows back print | Machine wash | 100% Cotton | Imported,"https://www.yoox.com/images/items/10/10436687AG_10_f.jpg, https://www.yoox.com/images/items/10/10436687AG_10_r.jpg, https://www.yoox.com/images/items/10/10436687AG_10_d.jpg"
https://www.yoox.com/us/10320345NH/item#dept=clothingmen&queryID=754eb256a709a9245e0115ffbf0334b8,DIESEL,T-SHIRTS,$61,Light blue,,"t-shirt, jersey, solid color with appliqués, embroidered logo, crewneck, short sleeves, machine wash, do not tumble dry","https://www.yoox.com/images/items/10/10320345NH_10_f.jpg, https://www.yoox.com/images/items/10/10320345NH_10_r.jpg, https://www.yoox.com/images/items/10/10320345NH_10_d.jpg, https://www.yoox.com/images/items/10/10320345NH_10_a.jpg"
https://www.yoox.com/us/49248127FI/item#dept=clothingmen&queryID=754eb256a709a9245e0115ffbf0334b8,ALLEGRI,BLAZERS,$116,Midnight blue,"38, 44","twill, darts, basic solid colour, lapel collar, single-breasted , 2 buttons, single chest pocket, multipockets, long sleeves, lined interior, two inside pockets","https://www.yoox.com/images/items/49/49248127FI_10_f.jpg, https://www.yoox.com/images/items/49/49248127FI_10_r.jpg"
https://www.yoox.com/us/12482867UQ/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,DOLCE&GABBANA,T-SHIRTS,$132,Black,"34, 36, 38, 40, 42, 44, 46","jersey, logo, multicolor pattern, round collar, short sleeves, no pockets, large sized","https://www.yoox.com/images/items/12/12482867UQ_10_f.jpg, https://www.yoox.com/images/items/12/12482867UQ_10_r.jpg"
